ID,Symbol,baseMean,log2FoldChange,padj,type
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fbxl16,228.184,-1.43,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Supt3h,1065.6,-0.675,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Plekha6,408.211,-1.02,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dck,702.68,-0.915,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,C430048L16Rik,317.678,-1.059,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Psmb9,1993.357,-0.664,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc25a34,96.511,-2.914,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lrrc39,256.344,1.254,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gbp9,3173.381,-0.611,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fen1,758.716,0.851,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,4833419F23Rik,266.518,1.347,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wrb,1061.206,-0.659,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Arhgap11a,1430.295,0.714,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nr2f1,1878.847,-0.599,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nipal3,175.484,-1.862,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmem169,105.19,-2.052,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ptgir,788.386,-0.803,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Acad12,353.375,-1.355,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Iqcc,1267.653,-0.671,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lnp,1563.399,-0.689,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Xylb,125.969,-1.808,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Kank4,662.185,-1.009,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm129,218.933,1.206,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Echdc3,445.796,-1.008,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pi4k2b,3417.84,0.613,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,A230028O05Rik,152.568,-1.729,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Maf,1064.224,-0.731,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Thap1,448.787,-1.007,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Plscr2,1236.219,-0.915,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,9530051G07Rik,37.989,-2.942,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nr1h3,1388.674,-0.687,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ano1,1869.649,-0.623,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wars2,573.594,-0.918,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gpatch4,724.104,0.789,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dagla,963.234,-0.679,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mpp7,1165.583,-0.884,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc37a2,387.793,-0.975,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dalrd3,1443.127,-0.713,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1110021J02Rik,1192.698,-0.619,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sorl1,813.164,-0.927,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Smtnl2,152.792,-1.769,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rpgrip1l,1252.791,-0.642,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Abat,242.428,-1.86,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc9a9,221.047,-1.403,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1810062G17Rik,220.974,1.462,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dguok,1528.014,-0.591,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rap1gap,497.645,-0.919,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Clmn,4067.297,-0.633,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hmga2-ps1,1164.106,0.782,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trove2,3787.617,-0.676,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ttll5,1300.036,-0.669,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,4933404O12Rik,475.034,-0.98,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Il2rb,122.381,2.29,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm14326,541.801,-0.976,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Adamts15,1378.721,-0.854,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tpmt,631.839,-0.882,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rdh13,979.227,0.632,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ankrd37,419.401,-1.017,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Syt3,137.181,-1.717,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Snhg6,996.283,0.699,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Bend6,255.174,-1.165,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam40b,623.501,-0.993,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Haus4,783.13,0.711,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ank3,6264.876,-0.61,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cerkl,588.247,-0.923,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mus81,751.351,-0.818,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp90,1338.082,0.681,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Xrcc4,860.236,-0.594,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mtap7d2,630.405,0.77,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Shroom2,842.471,0.727,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam46b,609.813,0.856,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2210408I21Rik,665.92,0.957,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Igfals,1543.16,-0.608,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rslcan18,131.106,-1.692,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gch1,1680.086,-0.658,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sectm1a,119.574,-1.839,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Poli,621.384,-0.938,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rrp15,864.702,0.774,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tinf2,930.22,0.635,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ddo,571.195,-0.974,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Atg16l2,761.702,-0.644,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dusp10,858.946,0.781,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc26a11,722.245,-0.738,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Polb,1409.006,-0.599,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mtl5,79.822,2.509,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pmf1,832.639,0.758,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hrsp12,2283.83,-0.617,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cdkn1b,2599.18,-0.592,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Prrg3,240.037,-1.365,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ifi203,3505.531,-1.085,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Niacr1,340.852,-1.197,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810055F11Rik,563.165,-0.808,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810002D19Rik,397.058,-1.036,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sfxn4,257.916,-1.178,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zdhhc24,1979.363,0.593,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cyb5d1,744.96,-0.697,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fut4,319.3,-1.163,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ptger4,1146.091,-0.796,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Saal1,1144.403,-0.704,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wbscr27,1552.103,0.594,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccdc159,462.154,-0.898,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Artn,470.554,1.052,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2310061I04Rik,634.017,-0.69,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fyb,380.866,-0.946,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dock9,1120.286,-0.601,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Alms1,731.025,-0.81,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam185a,546.805,-0.835,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mertk,734.565,0.763,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mib1,2757.314,0.589,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Stat2,7301.546,-0.886,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tom1l1,1013.239,-0.631,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,4930583H14Rik,853.315,-0.852,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,9430016H08Rik,1227.615,0.621,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc7a11,2050.159,1.145,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Lonrf2,55.884,-2.787,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,A330023F24Rik,147.417,-1.304,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp420,420.838,-0.974,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810001G20Rik,268.979,1.17,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,C2cd3,1719.303,-0.601,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,9530077C05Rik,145.556,-1.531,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tnxb,1603.051,-0.659,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hs3st3b1,482.192,-1.073,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pdpr,2135.875,0.63,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Otub2,687.191,-0.75,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Bok,628.653,0.736,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mtbp,785.83,0.698,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rhbdl1,548.738,-0.83,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmem206,668.417,-0.705,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Exosc2,1115.326,0.661,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,E330013P04Rik,83.549,-2.103,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,4933412E12Rik,526.81,-1.035,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Asf1a,1483.979,0.591,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Uba6,1937.75,-0.676,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Eps8l1,134.963,-1.377,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pnpo,1337.69,0.631,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ric3,1029.96,0.759,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1700018L02Rik,88.565,2.331,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm12250,149.35,-1.707,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cenpw,168.406,1.484,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fgd6,869.366,-0.798,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Peg3,117.348,-1.658,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ednra,261.383,-1.092,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Igtp,2608.523,-0.621,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rpia,993.141,-0.627,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,9430008C03Rik,727.124,0.774,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2810021B07Rik,780.927,-0.806,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,A030009H04Rik,204.072,-1.23,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zmat1,702.802,-0.919,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zswim7,776.684,0.795,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sorcs1,2481.588,-0.648,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Esm1,4428.156,-1.365,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mfng,284.104,1.123,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,A330009N23Rik,91.226,-1.774,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pola1,535.897,-1.028,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sema6d,1429.555,-0.623,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Smarca1,362.495,-0.819,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Klhdc4,1426.715,0.656,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Serpinb6b,679.113,-0.846,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1500001M20Rik,692.562,0.653,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Kcnn1,447.192,-0.826,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rfc3,746.97,0.86,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zc3hav1l,933.938,-0.68,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chchd8,282.429,-1.099,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam55b,31.467,3.081,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Nudt6,423.062,0.876,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp28,1120.825,0.618,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gins2,634.555,0.762,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1810010H24Rik,477.161,0.918,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rrp12,1045.05,0.697,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ap1g2,500.087,-0.894,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,9130014G24Rik,200.165,-1.537,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gpt,222.515,-1.098,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Efcab1,290.778,-1.114,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ptch2,96.981,1.736,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccdc45,585.926,-0.767,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rfx3,241.248,-1.252,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Acp6,1063.287,-0.673,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ch25h,1708.866,-0.654,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trim12a,1160.09,-0.605,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Abcg2,1014.628,0.757,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Sdhaf1,1210.173,0.63,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ggn,351.9,-0.896,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Unc13b,223.934,-1.221,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tnfaip6,645.826,-0.794,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Panx1,872.554,0.826,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pknox1,1355.636,-0.637,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Unc13a,305.746,-1.359,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Katnal2,63.555,-2.312,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppl,361.165,-1.15,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm15800,3772.377,-0.677,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Stard10,1043.248,-0.707,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gprin3,1062.575,-0.77,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hist1h1d,84.759,-2.261,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pm20d2,2783.567,0.597,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Serpina3f,1190.55,0.669,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp583,218.054,-1.203,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cntn1,1573.38,-0.657,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ethe1,683.339,-0.764,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gdf5,325.704,-0.868,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mapk12,270.607,1.217,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Stac2,518.295,-1.14,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cd14,2302.483,0.703,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccdc163,363.979,-1.128,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mmp28,922.983,-0.711,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Znrd1as,524.754,-0.699,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rgs17,555.797,-0.818,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ankrd29,422.446,-0.857,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Anubl1,279.256,1.067,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Actr6,871.672,-0.692,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Parp14,4074.562,-0.901,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Xylt1,1172.289,0.909,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Atp5s,806.956,-0.605,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Dclk2,816.3,0.694,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2410003K15Rik,1122.322,0.687,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Clcf1,985.325,0.638,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Abcb7,1006.425,-0.705,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,4930430F08Rik,729.161,-0.64,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Serf1,764.823,-0.78,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chaf1a,929.647,0.68,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gab3,157.474,1.324,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccdc28a,260.442,-1.048,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,2400009B08Rik,680.819,-0.612,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Agxt2l2,1000.061,0.681,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chaf1b,409.075,0.964,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hsd17b7,1465.54,0.653,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Myo19,1275.874,0.604,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Aipl1,85.746,1.978,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Col20a1,152.319,-1.318,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Adamtsl3,1254.385,-0.761,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Arhgap18,604.92,-0.987,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Pars2,625.661,0.714,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,1700007K13Rik,466.535,-0.857,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ankrd16,981.032,0.683,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Trmt61a,661.498,0.634,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Slc2a13,1153.099,-0.8,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wee1,981.846,0.669,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Upk1a,69.739,2.087,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ifitm1,127.723,-1.467,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Vps13a,2318.451,-0.637,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Espl1,856.867,0.642,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Wbscr16,1135.944,0.634,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Spna1,254.461,-1.388,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Atp5sl,1197.206,0.598,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,C330013E15Rik,190.956,1.065,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,A830082K12Rik,540.605,-0.661,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp524,599.136,-0.726,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp14,607.253,-0.698,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,AI197445,54.643,-2.176,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ypel1,330.693,-0.873,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Cideb,280.888,-0.942,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tmem26,629.692,-1.053,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Rnf144b,922.574,0.655,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ipp,933.597,0.647,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp580,647.436,0.831,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fgf23,201.371,-1.693,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Gm1661,70.271,-2.149,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Hddc3,460.189,-0.715,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mal2,114.015,-1.601,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mbd4,825.365,-0.644,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Stra13,1257.357,-0.613,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Mphosph6,761.667,0.613,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Tceal1,619.656,-0.718,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zbp1,1099.777,-1.433,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Col9a1,1658.99,0.753,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ppm1l,293.324,-1.076,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Ccdc39,132.345,-1.577,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zscan20,469.706,-0.732,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Fam71e1,292.609,1.025,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Inca1,825.007,0.639,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Chodl,123.301,-1.7,0,RNA
MacLab_RNAseq_mouse_invitro_cold_one_vs_zero,Zfp628,915.111,0.597,0,RNA
